Year of Registration,Type Of Exploitation,Type of Labour,Type of Sex
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Other;Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Other;Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Other;Not specified,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Other;Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work;Not specified,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Not specified,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Unknown,Unknown
2006,Sexual exploitation,Other;Not specified,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Unknown,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Unknown,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Not specified,Unknown
2006,Forced labour,Unknown,Unknown
2006,Forced labour,Unknown,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Domestic Work,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Other;Not specified,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
2006,Unknown,Unknown,Unknown
